,PRCP,TMAX,TMIN,Stage_m
1990-12-04,36.322,11.11111111111111,-2.2222222222222223,
1990-12-05,17.272000000000002,14.444444444444445,-1.6666666666666667,
1990-12-06,0.0,-0.5555555555555556,-4.444444444444445,
1990-12-07,0.0,5.555555555555555,-4.444444444444445,
1990-12-08,0.0,5.555555555555555,-4.444444444444445,
1990-12-09,0.0,6.111111111111111,-4.444444444444445,
1990-12-10,0.0,5.555555555555555,-5.555555555555555,
1990-12-11,0.0,10.0,-7.222222222222222,
1990-12-12,0.0,0.0,-7.777777777777778,
1990-12-13,0.0,8.333333333333334,-3.888888888888889,
1990-12-14,0.0,14.444444444444445,-7.222222222222222,
1990-12-15,0.0,-1.1111111111111112,-12.22222222222222,
1990-12-16,29.21,2.7777777777777777,-5.555555555555555,
1990-12-17,0.7619999999999999,4.444444444444445,-0.5555555555555556,
1990-12-18,1.27,5.0,-3.333333333333333,
1990-12-19,8.636000000000001,9.444444444444445,3.333333333333333,
1990-12-20,0.0,7.222222222222222,-5.0,
1990-12-21,0.0,1.6666666666666667,-6.111111111111111,
1990-12-22,7.112,13.88888888888889,-0.5555555555555556,
1990-12-23,1.778,15.0,12.22222222222222,
1990-12-24,22.606,16.11111111111111,7.222222222222222,
1990-12-25,4.826,11.666666666666666,-9.444444444444445,
1990-12-26,0.0,-2.2222222222222223,-9.444444444444445,
1990-12-27,0.0,0.5555555555555556,-11.666666666666666,
1990-12-28,13.462,-5.0,-10.555555555555555,
1990-12-29,6.095999999999999,0.0,-6.666666666666667,
1990-12-30,0.0,5.0,-1.1111111111111112,
1990-12-31,10.668,12.77777777777778,-3.333333333333333,
1991-01-01,0.0,-1.6666666666666667,-12.77777777777778,
1991-01-02,0.0,-0.5555555555555556,-12.22222222222222,
1991-01-03,0.0,6.666666666666667,-6.111111111111111,
1991-01-04,0.0,-0.5555555555555556,-10.0,
1991-01-05,0.0,-0.5555555555555556,-10.555555555555555,
1991-01-06,0.0,1.1111111111111112,-10.0,
1991-01-07,0.0,3.333333333333333,-2.2222222222222223,
1991-01-08,0.0,-0.5555555555555556,-15.0,
1991-01-09,0.254,-6.666666666666667,-14.444444444444445,
1991-01-10,11.176,1.1111111111111112,-7.222222222222222,
1991-01-11,0.0,1.6666666666666667,-11.11111111111111,
1991-01-12,20.828,-4.444444444444445,-11.11111111111111,
1991-01-13,0.0,-1.6666666666666667,-5.555555555555555,
1991-01-14,0.0,-2.7777777777777777,-16.666666666666668,
1991-01-15,0.0,-0.5555555555555556,-16.666666666666668,
1991-01-16,0.0,6.111111111111111,-10.555555555555555,
1991-01-17,13.716,5.555555555555555,-1.1111111111111112,
1991-01-18,0.0,5.555555555555555,-1.6666666666666667,
1991-01-19,0.0,2.7777777777777777,-3.888888888888889,
1991-01-20,0.0,4.444444444444445,-4.444444444444445,
1991-01-21,0.0,9.444444444444445,-2.7777777777777777,
1991-01-22,3.048,-2.2222222222222223,-19.444444444444443,
1991-01-23,0.0,-10.555555555555555,-22.77777777777778,
1991-01-24,0.0,-1.6666666666666667,-20.55555555555556,
1991-01-25,0.0,1.6666666666666667,-15.0,
1991-01-26,0.0,-7.777777777777778,-21.11111111111111,
1991-01-27,0.254,-3.888888888888889,-18.33333333333333,
1991-01-28,8.889999999999999,3.888888888888889,-12.22222222222222,
1991-01-29,0.0,5.555555555555555,-7.777777777777778,
1991-01-30,0.0,6.666666666666667,-7.777777777777778,
1991-01-31,9.652,7.222222222222222,-2.7777777777777777,
1991-02-01,0.254,1.1111111111111112,-8.333333333333334,
1991-02-02,0.0,-2.2222222222222223,-11.11111111111111,
1991-02-03,0.0,7.777777777777778,-7.222222222222222,
1991-02-04,0.0,14.444444444444445,-2.2222222222222223,
1991-02-05,0.0,15.555555555555555,-2.2222222222222223,
1991-02-06,0.0,17.77777777777778,-1.1111111111111112,
1991-02-07,7.874,11.666666666666666,0.0,
1991-02-08,12.191999999999998,3.333333333333333,-0.5555555555555556,
1991-02-09,0.0,4.444444444444445,-4.444444444444445,
1991-02-10,0.0,6.666666666666667,-3.888888888888889,
1991-02-11,0.0,6.666666666666667,-8.333333333333334,
1991-02-12,0.0,-0.5555555555555556,-15.0,
1991-02-13,0.254,-5.0,-15.0,
1991-02-14,11.43,2.7777777777777777,-7.777777777777778,
1991-02-15,12.7,3.888888888888889,-2.2222222222222223,
1991-02-16,1.5239999999999998,3.333333333333333,-14.444444444444445,
1991-02-17,0.254,-6.666666666666667,-14.444444444444445,
1991-02-18,0.0,0.5555555555555556,-12.22222222222222,
1991-02-19,8.382,0.0,-11.666666666666666,
1991-02-20,2.286,10.555555555555555,-0.5555555555555556,
1991-02-21,0.0,10.555555555555555,-2.7777777777777777,
1991-02-22,0.0,8.88888888888889,-2.2222222222222223,
1991-02-23,0.0,14.444444444444445,-10.555555555555555,
1991-02-24,0.0,-2.2222222222222223,-14.444444444444445,
1991-02-25,0.0,2.7777777777777777,-13.88888888888889,
1991-02-26,0.0,6.111111111111111,-4.444444444444445,
1991-02-27,5.842,-0.5555555555555556,-4.444444444444445,
1991-02-28,0.0,1.1111111111111112,-11.11111111111111,
1991-03-01,1.27,3.888888888888889,-7.777777777777778,
1991-03-02,3.556,13.88888888888889,-1.6666666666666667,
1991-03-03,16.509999999999998,16.11111111111111,6.111111111111111,
1991-03-04,32.512,16.11111111111111,2.2222222222222223,
1991-03-05,2.286,6.666666666666667,0.0,
1991-03-06,0.0,7.777777777777778,-5.555555555555555,
1991-03-07,14.986,13.88888888888889,-5.555555555555555,
1991-03-08,0.0,11.11111111111111,-6.666666666666667,
1991-03-09,0.0,1.6666666666666667,-7.222222222222222,
1991-03-10,0.0,3.888888888888889,-7.222222222222222,
1991-03-11,0.0,3.333333333333333,-8.333333333333334,
1991-03-12,0.0,3.333333333333333,-7.222222222222222,
1991-03-13,0.0,5.555555555555555,-6.666666666666667,
1991-03-14,0.0,10.0,-6.111111111111111,
1991-03-15,13.97,2.2222222222222223,-1.1111111111111112,
1991-03-16,5.588,3.333333333333333,-5.0,
1991-03-17,0.0,9.444444444444445,-6.666666666666667,
1991-03-18,0.0,13.333333333333334,-5.0,
1991-03-19,18.542,8.333333333333334,-0.5555555555555556,
1991-03-20,0.0,10.0,1.6666666666666667,
1991-03-21,0.0,10.555555555555555,-5.555555555555555,
1991-03-22,0.0,10.555555555555555,-3.333333333333333,
1991-03-23,6.604,5.0,-0.5555555555555556,
1991-03-24,16.509999999999998,0.5555555555555556,-0.5555555555555556,
1991-03-25,5.08,6.666666666666667,0.0,
1991-03-26,0.7619999999999999,3.888888888888889,-0.5555555555555556,
1991-03-27,0.0,10.0,-0.5555555555555556,
1991-03-28,5.08,10.0,6.666666666666667,
1991-03-29,0.0,23.33333333333333,-0.5555555555555556,
1991-03-30,1.016,12.77777777777778,0.0,
1991-03-31,0.508,6.666666666666667,-6.666666666666667,
1991-04-01,0.0,9.444444444444445,-6.111111111111111,
1991-04-02,0.508,6.111111111111111,-0.5555555555555556,
1991-04-03,1.016,8.333333333333334,-1.6666666666666667,
1991-04-04,0.0,11.666666666666666,-5.0,
1991-04-05,0.0,20.0,0.0,
1991-04-06,0.0,22.22222222222222,6.666666666666667,
1991-04-07,0.0,26.11111111111111,13.333333333333334,
1991-04-08,0.0,30.55555555555556,9.444444444444445,
1991-04-09,0.0,30.55555555555556,10.0,
1991-04-10,0.0,28.33333333333333,10.555555555555555,
1991-04-11,0.0,22.77777777777778,2.2222222222222223,
1991-04-12,0.0,12.22222222222222,-1.1111111111111112,
1991-04-13,0.0,11.666666666666666,-3.333333333333333,
1991-04-14,0.0,11.11111111111111,-1.6666666666666667,
1991-04-15,0.254,16.11111111111111,-1.6666666666666667,
1991-04-16,5.334,8.88888888888889,3.333333333333333,
1991-04-17,0.0,22.77777777777778,4.444444444444445,
1991-04-18,0.254,18.33333333333333,3.333333333333333,
1991-04-19,0.0,8.333333333333334,-3.888888888888889,
1991-04-20,0.0,15.555555555555555,-2.7777777777777777,
1991-04-21,10.922,15.0,2.7777777777777777,
1991-04-22,35.306,6.666666666666667,2.2222222222222223,
1991-04-23,5.08,9.444444444444445,3.888888888888889,
1991-04-24,0.0,19.444444444444443,0.5555555555555556,
1991-04-25,0.0,20.0,0.5555555555555556,
1991-04-26,0.0,20.55555555555556,-0.5555555555555556,
1991-04-27,0.0,24.444444444444443,2.2222222222222223,
1991-04-28,0.0,26.11111111111111,6.666666666666667,
1991-04-29,0.0,20.0,7.777777777777778,
1991-04-30,0.508,16.11111111111111,7.777777777777778,
1991-05-01,22.606,12.22222222222222,8.88888888888889,
1991-05-02,0.508,23.33333333333333,7.777777777777778,
1991-05-03,0.0,17.77777777777778,5.0,
1991-05-04,0.0,14.444444444444445,4.444444444444445,
1991-05-05,0.0,19.444444444444443,1.1111111111111112,
1991-05-06,0.0,22.77777777777778,6.666666666666667,
1991-05-07,52.578,12.77777777777778,8.333333333333334,
1991-05-08,0.0,17.22222222222222,2.2222222222222223,
1991-05-09,0.0,18.88888888888889,2.2222222222222223,
1991-05-10,1.016,16.666666666666668,5.0,
1991-05-11,6.858,19.444444444444443,3.888888888888889,
1991-05-12,0.0,25.55555555555556,6.666666666666667,
1991-05-13,0.0,28.88888888888889,11.11111111111111,
1991-05-14,0.0,30.0,11.11111111111111,
1991-05-15,2.032,24.444444444444443,11.11111111111111,
1991-05-16,0.0,27.22222222222222,8.333333333333334,
1991-05-17,0.0,30.55555555555556,9.444444444444445,
1991-05-18,41.148,28.88888888888889,8.333333333333334,
1991-05-19,0.0,17.77777777777778,2.7777777777777777,
1991-05-20,0.0,20.55555555555556,2.7777777777777777,
1991-05-21,0.0,23.88888888888889,3.888888888888889,
1991-05-22,0.0,27.22222222222222,6.666666666666667,
1991-05-23,0.0,28.88888888888889,11.666666666666666,
1991-05-24,0.0,25.55555555555556,8.333333333333334,
1991-05-25,0.0,29.444444444444443,11.666666666666666,
1991-05-26,0.0,30.0,14.444444444444445,
1991-05-27,0.0,26.11111111111111,14.444444444444445,
1991-05-28,1.778,30.0,15.555555555555555,
1991-05-29,0.0,29.444444444444443,13.88888888888889,
1991-05-30,0.0,30.0,13.88888888888889,
1991-05-31,32.512,28.88888888888889,15.555555555555555,
1991-06-01,6.858,27.22222222222222,17.22222222222222,
1991-06-02,0.0,26.11111111111111,9.444444444444445,
1991-06-03,0.0,24.444444444444443,8.88888888888889,
1991-06-04,1.5239999999999998,27.22222222222222,10.0,
1991-06-05,0.0,18.33333333333333,8.88888888888889,
1991-06-06,3.302,18.33333333333333,5.555555555555555,
1991-06-07,0.0,22.77777777777778,6.111111111111111,
1991-06-08,0.0,26.11111111111111,7.777777777777778,
1991-06-09,0.0,27.77777777777778,10.555555555555555,
1991-06-10,0.0,26.666666666666668,10.0,
1991-06-11,0.0,29.444444444444443,12.77777777777778,
1991-06-12,1.5239999999999998,28.88888888888889,16.11111111111111,
1991-06-13,3.81,26.666666666666668,8.333333333333334,
1991-06-14,0.0,21.11111111111111,7.777777777777778,
1991-06-15,0.0,25.0,9.444444444444445,
1991-06-16,0.254,31.11111111111111,16.11111111111111,
1991-06-17,2.794,31.11111111111111,17.22222222222222,
1991-06-18,2.286,28.33333333333333,13.333333333333334,
1991-06-19,3.048,21.666666666666668,13.88888888888889,
1991-06-20,10.668,18.88888888888889,15.555555555555555,
1991-06-21,0.0,30.55555555555556,11.666666666666666,
1991-06-22,0.0,30.0,12.77777777777778,
1991-06-23,4.3180000000000005,22.22222222222222,12.22222222222222,
1991-06-24,0.0,22.77777777777778,7.777777777777778,
1991-06-25,0.0,25.0,8.333333333333334,
1991-06-26,0.0,27.22222222222222,8.88888888888889,
1991-06-27,0.0,28.33333333333333,16.11111111111111,
1991-06-28,0.0,31.11111111111111,17.22222222222222,
1991-06-29,0.0,32.22222222222222,20.0,
1991-06-30,0.0,32.22222222222222,16.666666666666668,
1991-07-01,3.302,18.33333333333333,8.333333333333334,
1991-07-02,0.0,24.444444444444443,8.88888888888889,
1991-07-03,1.778,24.444444444444443,11.11111111111111,
1991-07-04,0.0,21.666666666666668,,
1991-07-05,0.0,26.666666666666668,13.333333333333334,
1991-07-06,4.571999999999999,17.22222222222222,14.444444444444445,
1991-07-07,0.254,23.88888888888889,17.22222222222222,
1991-07-08,0.0,25.55555555555556,16.666666666666668,
1991-07-09,0.0,31.666666666666668,16.666666666666668,
1991-07-10,0.0,26.11111111111111,7.777777777777778,
1991-07-11,0.0,28.33333333333333,8.88888888888889,
1991-07-12,0.0,26.666666666666668,8.88888888888889,
1991-07-13,0.0,28.88888888888889,11.11111111111111,
1991-07-14,10.16,18.88888888888889,15.0,
1991-07-15,0.0,26.11111111111111,11.11111111111111,
1991-07-16,0.0,28.33333333333333,10.555555555555555,
1991-07-17,0.0,31.11111111111111,12.77777777777778,
1991-07-18,0.0,32.77777777777778,16.666666666666668,
1991-07-19,0.0,33.333333333333336,17.22222222222222,
1991-07-20,0.0,35.0,17.77777777777778,
1991-07-21,0.0,35.0,18.33333333333333,
1991-07-22,8.636000000000001,33.888888888888886,17.77777777777778,
1991-07-23,4.3180000000000005,29.444444444444443,17.77777777777778,
1991-07-24,3.556,31.666666666666668,15.555555555555555,
1991-07-25,0.0,28.88888888888889,12.22222222222222,
1991-07-26,4.571999999999999,22.22222222222222,14.444444444444445,
1991-07-27,34.29,23.33333333333333,14.444444444444445,
1991-07-28,0.0,25.55555555555556,10.555555555555555,
1991-07-29,0.0,26.666666666666668,11.666666666666666,
1991-07-30,0.0,22.22222222222222,12.77777777777778,
1991-07-31,0.0,25.0,14.444444444444445,
1991-08-01,0.0,27.77777777777778,11.666666666666666,
1991-08-02,0.0,30.55555555555556,11.666666666666666,
1991-08-03,0.0,30.0,14.444444444444445,
1991-08-04,6.604,18.88888888888889,15.555555555555555,
1991-08-05,4.3180000000000005,27.22222222222222,13.88888888888889,
1991-08-06,0.0,24.444444444444443,12.22222222222222,
1991-08-07,0.0,23.33333333333333,10.555555555555555,
1991-08-08,0.0,27.22222222222222,11.11111111111111,
1991-08-09,0.0,27.77777777777778,11.666666666666666,
1991-08-10,47.244,20.0,16.11111111111111,
1991-08-11,0.0,25.0,12.22222222222222,
1991-08-12,0.0,25.0,13.333333333333334,
1991-08-13,0.0,27.22222222222222,13.88888888888889,
1991-08-14,0.0,29.444444444444443,13.88888888888889,
1991-08-15,0.0,28.88888888888889,15.555555555555555,
1991-08-16,2.286,25.55555555555556,16.666666666666668,
1991-08-17,0.0,28.88888888888889,16.11111111111111,
1991-08-18,0.0,30.55555555555556,17.22222222222222,
1991-08-19,21.082,29.444444444444443,18.88888888888889,
1991-08-20,90.424,21.11111111111111,13.88888888888889,
1991-08-21,20.066,19.444444444444443,14.444444444444445,
1991-08-22,0.254,20.0,15.0,
1991-08-23,0.0,26.11111111111111,14.444444444444445,
1991-08-24,0.0,28.33333333333333,14.444444444444445,
1991-08-25,0.0,26.11111111111111,10.555555555555555,
1991-08-26,0.0,25.0,9.444444444444445,
1991-08-27,0.0,25.0,10.0,
1991-08-28,0.0,29.444444444444443,17.22222222222222,
1991-08-29,0.0,30.55555555555556,17.22222222222222,
1991-08-30,0.0,29.444444444444443,17.22222222222222,
1991-08-31,0.0,31.11111111111111,17.77777777777778,
1991-09-01,0.0,28.33333333333333,7.777777777777778,
1991-09-02,0.0,20.0,3.333333333333333,
1991-09-03,0.0,23.33333333333333,3.888888888888889,
1991-09-04,0.0,24.444444444444443,7.777777777777778,
1991-09-05,4.826,26.11111111111111,14.444444444444445,
1991-09-06,7.619999999999999,23.33333333333333,10.0,
1991-09-07,0.0,24.444444444444443,9.444444444444445,
1991-09-08,0.0,26.11111111111111,10.0,
1991-09-09,0.0,26.666666666666668,10.0,
1991-09-10,0.0,26.11111111111111,11.11111111111111,
1991-09-11,0.254,26.666666666666668,17.77777777777778,
1991-09-12,0.0,23.33333333333333,7.222222222222222,
1991-09-13,0.0,21.11111111111111,4.444444444444445,
1991-09-14,0.0,22.77777777777778,4.444444444444445,
1991-09-15,0.254,15.555555555555555,13.333333333333334,
1991-09-16,11.938,20.0,14.444444444444445,
1991-09-17,0.0,30.0,19.444444444444443,
1991-09-18,0.0,30.0,14.444444444444445,
1991-09-19,0.0,25.0,14.444444444444445,
1991-09-20,46.482,22.22222222222222,8.88888888888889,
1991-09-21,0.0,16.11111111111111,2.7777777777777777,
1991-09-22,0.0,15.555555555555555,0.0,
1991-09-23,0.0,18.33333333333333,0.0,
1991-09-24,0.7619999999999999,15.555555555555555,6.666666666666667,
1991-09-25,54.356,20.55555555555556,7.222222222222222,
1991-09-26,67.056,17.22222222222222,10.555555555555555,
1991-09-27,3.302,17.77777777777778,3.333333333333333,
1991-09-28,0.0,15.0,-1.1111111111111112,
1991-09-29,0.0,13.333333333333334,-1.6666666666666667,
1991-09-30,0.0,17.77777777777778,-1.6666666666666667,
1991-10-01,0.0,14.444444444444445,-2.2222222222222223,
1991-10-02,0.0,19.444444444444443,6.111111111111111,
1991-10-03,0.0,24.444444444444443,13.333333333333334,
1991-10-04,1.5239999999999998,21.666666666666668,11.11111111111111,
1991-10-05,0.254,23.33333333333333,11.666666666666666,
1991-10-06,21.844,22.22222222222222,15.0,
1991-10-07,11.176,18.33333333333333,0.5555555555555556,
1991-10-08,0.0,11.11111111111111,-1.6666666666666667,
1991-10-09,0.0,16.11111111111111,-1.6666666666666667,
1991-10-10,0.0,17.22222222222222,0.5555555555555556,
1991-10-11,0.0,20.55555555555556,2.7777777777777777,
1991-10-12,31.242,11.11111111111111,5.555555555555555,
1991-10-13,0.0,13.333333333333334,1.6666666666666667,
1991-10-14,0.0,13.88888888888889,-2.7777777777777777,
1991-10-15,0.0,12.77777777777778,-2.2222222222222223,
1991-10-16,22.098,16.11111111111111,1.1111111111111112,
1991-10-17,0.0,13.333333333333334,3.333333333333333,
1991-10-18,14.986,11.666666666666666,3.888888888888889,
1991-10-19,0.0,20.55555555555556,4.444444444444445,
1991-10-20,0.0,21.11111111111111,0.5555555555555556,
1991-10-21,0.0,8.88888888888889,-3.888888888888889,
1991-10-22,0.0,12.22222222222222,-2.7777777777777777,
1991-10-23,0.0,19.444444444444443,1.1111111111111112,
1991-10-24,0.0,20.0,1.1111111111111112,
1991-10-25,0.0,20.0,9.444444444444445,
1991-10-26,0.0,21.666666666666668,12.77777777777778,
1991-10-27,0.0,20.0,11.666666666666666,
1991-10-28,0.0,21.666666666666668,6.111111111111111,
1991-10-29,0.0,13.333333333333334,-2.2222222222222223,
1991-10-30,0.0,11.666666666666666,-1.1111111111111112,
1991-10-31,0.0,16.11111111111111,3.333333333333333,
1991-11-01,2.032,10.555555555555555,7.777777777777778,
1991-11-02,0.254,13.333333333333334,8.333333333333334,
1991-11-03,0.254,14.444444444444445,3.333333333333333,
1991-11-04,0.0,12.22222222222222,-0.5555555555555556,
1991-11-05,0.0,6.111111111111111,-3.333333333333333,
1991-11-06,0.0,5.0,-7.222222222222222,
1991-11-07,0.0,10.0,-7.222222222222222,
1991-11-08,0.0,9.444444444444445,-3.333333333333333,
1991-11-09,0.0,4.444444444444445,-2.7777777777777777,
1991-11-10,0.0,3.888888888888889,-1.6666666666666667,
1991-11-11,14.986,3.333333333333333,0.5555555555555556,
1991-11-12,22.098,3.888888888888889,0.0,
1991-11-13,0.0,3.333333333333333,0.0,
1991-11-14,0.0,5.0,0.0,
1991-11-15,0.0,11.11111111111111,-2.7777777777777777,
1991-11-16,1.27,10.0,-1.6666666666666667,
1991-11-17,0.0,12.22222222222222,-3.333333333333333,
1991-11-18,0.0,3.333333333333333,-4.444444444444445,
1991-11-19,0.0,12.22222222222222,-3.888888888888889,
1991-11-20,0.0,21.11111111111111,2.7777777777777777,
1991-11-21,0.0,21.11111111111111,7.777777777777778,
1991-11-22,30.226,16.11111111111111,11.11111111111111,
1991-11-23,38.608,11.11111111111111,6.111111111111111,
1991-11-24,2.286,10.0,6.111111111111111,
1991-11-25,1.016,7.777777777777778,-1.1111111111111112,
1991-11-26,0.0,3.888888888888889,-2.2222222222222223,
1991-11-27,0.0,2.2222222222222223,-9.444444444444445,
1991-11-28,0.0,2.7777777777777777,-9.444444444444445,
1991-11-29,0.0,9.444444444444445,1.1111111111111112,
1991-11-30,0.0,14.444444444444445,3.333333333333333,
1991-12-01,0.0,16.666666666666668,6.111111111111111,
1991-12-02,0.0,10.0,6.111111111111111,
1991-12-03,18.796,7.222222222222222,-2.2222222222222223,
1991-12-04,22.098,0.5555555555555556,-1.6666666666666667,
1991-12-05,0.0,1.6666666666666667,-11.11111111111111,
1991-12-06,5.588,-2.7777777777777777,-11.11111111111111,
1991-12-07,0.0,2.7777777777777777,-7.222222222222222,
1991-12-08,0.0,3.888888888888889,-4.444444444444445,
1991-12-09,0.0,10.0,-1.6666666666666667,
1991-12-10,4.064,13.88888888888889,-0.5555555555555556,
1991-12-11,0.0,6.111111111111111,-3.888888888888889,
1991-12-12,0.0,9.444444444444445,-2.2222222222222223,
1991-12-13,2.286,9.444444444444445,-2.7777777777777777,
1991-12-14,8.382,10.0,7.777777777777778,
1991-12-15,5.334,12.77777777777778,-2.7777777777777777,
1991-12-16,0.0,1.1111111111111112,-6.666666666666667,
1991-12-17,0.0,-2.7777777777777777,-15.0,
1991-12-18,2.794,-5.555555555555555,-15.0,
1991-12-19,0.0,1.1111111111111112,-15.555555555555555,
1991-12-20,0.0,-4.444444444444445,-16.11111111111111,
1991-12-21,2.54,1.1111111111111112,-5.555555555555555,
1991-12-22,0.254,3.888888888888889,-2.7777777777777777,
1991-12-23,0.0,5.0,-2.7777777777777777,
1991-12-24,0.508,5.0,-2.7777777777777777,
1991-12-25,0.0,-1.6666666666666667,-10.0,
1991-12-26,0.0,-0.5555555555555556,-10.555555555555555,
1991-12-27,0.0,1.6666666666666667,-10.0,
1991-12-28,0.0,4.444444444444445,-8.88888888888889,
1991-12-29,0.254,8.333333333333334,-8.333333333333334,
1991-12-30,13.716,5.0,0.0,
1991-12-31,1.016,1.6666666666666667,-11.666666666666666,
1992-01-01,0.0,2.7777777777777777,-12.22222222222222,
1992-01-02,0.0,6.111111111111111,-11.666666666666666,
1992-01-03,0.0,5.0,-0.5555555555555556,
1992-01-04,0.7619999999999999,8.88888888888889,-0.5555555555555556,
1992-01-05,9.143999999999998,3.888888888888889,1.6666666666666667,
1992-01-06,0.0,7.222222222222222,1.1111111111111112,
1992-01-07,0.0,6.111111111111111,-0.5555555555555556,
1992-01-08,0.0,5.0,-5.555555555555555,
1992-01-09,0.0,0.0,-6.666666666666667,
