Date,head
2003-02-17,375.07
2003-02-18,375.03
2003-02-19,375.0
2003-02-20,374.97
2003-02-21,374.94
2003-02-22,374.92
2003-02-23,374.9
2003-02-24,374.88
2003-02-25,374.87
2003-02-26,374.85
2003-02-27,374.85
2003-02-28,374.84
2003-03-01,374.84
2003-03-02,374.86
2003-03-03,374.97
2003-03-04,375.09
2003-03-05,375.16
2003-03-06,375.19
2003-03-07,375.22
2003-03-08,375.24
2003-03-09,375.25
2003-03-10,375.24
2003-03-11,375.22
2003-03-12,375.19
2003-03-13,375.15
2003-03-14,375.11
2003-03-15,375.06
2003-03-16,375.02
2003-03-17,374.99
2003-03-18,374.96
2003-03-19,374.93
2003-03-20,374.91
2003-03-21,374.88
2003-03-22,374.86
2003-03-23,374.85
2003-03-24,374.83
2003-03-25,374.82
2003-03-26,374.8
2003-03-27,374.79
2003-03-28,374.77
2003-03-29,374.77
2003-03-30,374.75
2003-03-31,374.74
2003-04-01,374.73
2003-04-02,374.73
2003-04-03,374.72
2003-04-04,374.72
2003-04-05,374.73
2003-04-06,374.73
2003-04-07,374.71
2003-04-08,374.7
2003-04-09,374.69
2003-04-10,374.68
2003-04-11,374.67
2003-04-12,374.66
2003-04-13,374.66
2003-04-14,374.65
2003-04-15,374.64
2003-04-16,374.63
2003-04-17,374.62
2003-04-18,374.61
2003-04-19,374.6
2003-04-20,374.59
2003-04-21,374.58
2003-04-22,374.58
2003-04-23,374.57
2003-04-24,374.57
2003-04-25,374.56
2003-04-26,374.55
2003-04-27,374.55
2003-04-28,374.55
2003-04-29,374.54
2003-04-30,374.54
2003-05-01,374.53
2003-05-02,374.53
2003-05-03,374.52
2003-05-04,374.52
2003-05-05,374.52
2003-05-06,374.51
2003-05-07,374.51
2003-05-08,374.5
2003-05-09,374.5
2003-05-10,374.5
2003-05-11,374.5
2003-05-12,374.5
2003-05-13,374.5
2003-05-14,374.5
2003-05-15,374.49
2003-05-16,374.49
2003-05-17,374.49
2003-05-18,374.49
2003-05-19,374.49
2003-05-20,374.49
2003-05-21,374.5
2003-05-22,374.51
2003-05-23,374.52
2003-05-24,374.51
2003-05-25,374.49
2003-05-26,374.48
2003-05-27,374.48
2003-05-28,374.47
2003-05-29,374.46
2003-05-30,374.46
2003-05-31,374.46
2003-06-01,374.45
2003-06-02,374.46
2003-06-03,374.49
2003-06-04,374.5
2003-06-05,374.48
2003-06-06,374.47
2003-06-07,374.47
2003-06-08,374.47
2003-06-09,374.45
2003-06-10,374.45
2003-06-11,374.44
2003-06-12,374.44
2003-06-13,374.43
2003-06-14,374.45
2003-06-15,374.51
2003-06-16,374.55
2003-06-17,374.56
2003-06-18,374.53
2003-06-19,374.5
2003-06-20,374.49
2003-06-21,374.48
2003-06-22,374.48
2003-06-23,374.47
2003-06-24,374.46
2003-06-25,374.45
2003-06-26,374.44
2003-06-27,374.44
2003-06-28,374.43
2003-06-29,374.43
2003-06-30,374.43
2003-07-01,374.43
2003-07-02,374.44
2003-07-03,374.45
2003-07-04,374.45
2003-07-05,374.46
2003-07-06,374.46
2003-07-07,374.46
2003-07-08,374.45
2003-07-09,374.44
2003-07-10,374.42
2003-07-11,374.42
2003-07-12,374.41
2003-07-13,374.41
2003-07-14,374.41
2003-07-15,374.4
2003-07-16,374.4
2003-07-17,374.39
2003-07-18,374.42
2003-07-19,374.43
2003-07-20,374.42
2003-07-21,374.4
2003-07-22,374.39
2003-07-23,374.39
2003-07-24,374.39
2003-07-25,374.41
2003-07-26,374.41
2003-07-27,374.4
2003-07-28,374.4
2003-07-29,374.4
2003-07-30,374.4
2003-07-31,374.4
2003-08-01,374.39
2003-08-02,374.39
2003-08-03,374.39
2003-08-04,374.39
2003-08-05,374.38
2003-08-06,374.38
2003-08-07,374.37
2003-08-08,374.37
2003-08-09,374.37
2003-08-10,374.36
2003-08-11,374.36
2003-08-12,374.36
2003-08-13,374.35
2003-08-14,374.35
2003-08-15,374.36
2003-08-16,374.36
2003-08-17,374.36
2003-08-18,374.35
2003-08-19,374.35
2003-08-20,374.35
2003-08-21,374.35
2003-08-22,374.34
2003-08-23,374.34
2003-08-24,374.34
2003-08-25,374.34
2003-08-26,374.34
2003-08-27,374.34
2003-08-28,374.34
2003-08-29,374.33
2003-08-30,374.34
2003-08-31,374.34
2003-09-01,374.36
2003-09-02,374.36
2003-09-03,374.36
2003-09-04,374.34
2003-09-05,374.35
2003-09-06,374.34
2003-09-07,374.34
2003-09-08,374.34
2003-09-09,374.34
2003-09-10,374.34
2003-09-11,374.34
2003-09-12,374.34
2003-09-13,374.34
2003-09-14,374.34
2003-09-15,374.34
2003-09-16,374.34
2003-09-17,374.34
2003-09-18,374.34
2003-09-19,374.34
2003-09-20,374.33
2003-09-21,374.33
2003-09-22,374.33
2003-09-23,374.33
2003-09-24,374.32
2003-09-25,374.32
2003-09-26,374.31
2003-09-27,374.31
2003-09-28,374.31
2003-09-29,374.31
2003-09-30,374.31
2003-10-01,374.31
2003-10-02,374.31
2003-10-03,374.31
2003-10-04,374.31
2003-10-05,374.31
2003-10-06,374.34
2003-10-07,374.35
2003-10-08,374.39
2003-10-09,374.44
2003-10-10,374.46
2003-10-11,374.47
2003-10-12,374.47
2003-10-13,374.44
2003-10-14,374.41
2003-10-15,374.39
2003-10-16,374.38
2003-10-17,374.37
2003-10-18,374.35
2003-10-19,374.34
2003-10-20,374.33
2003-10-21,374.33
2003-10-22,374.34
2003-10-23,374.33
2003-10-24,374.33
2003-10-25,374.32
2003-10-26,374.32
2003-10-27,374.32
2003-10-28,374.32
2003-10-29,374.32
2003-10-30,374.32
2003-10-31,374.33
2003-11-01,374.33
2003-11-02,374.33
2003-11-03,374.33
2003-11-04,374.32
2003-11-05,374.32
2003-11-06,374.31
2003-11-07,374.31
2003-11-08,374.31
2003-11-09,374.31
2003-11-10,374.3
2003-11-11,374.3
2003-11-12,374.3
2003-11-13,374.3
2003-11-14,374.29
2003-11-15,374.29
2003-11-16,374.29
2003-11-17,374.3
2003-11-18,374.3
2003-11-19,374.3
2003-11-20,374.3
2003-11-21,374.3
2003-11-22,374.3
2003-11-23,374.3
2003-11-24,374.29
2003-11-25,374.29
2003-11-26,374.29
2003-11-27,374.29
2003-11-28,374.29
2003-11-29,374.31
2003-11-30,374.34
2003-12-01,374.35
2003-12-02,374.37
2003-12-03,374.38
2003-12-04,374.38
2003-12-05,374.36
2003-12-06,374.35
2003-12-07,374.33
2003-12-08,374.32
2003-12-09,374.32
2003-12-10,374.31
2003-12-11,374.31
2003-12-12,374.3
2003-12-13,374.3
2003-12-14,374.31
2003-12-15,374.35
2003-12-16,374.36
2003-12-17,374.38
2003-12-18,374.4
2003-12-19,374.41
2003-12-20,374.41
2003-12-21,374.4
2003-12-22,374.4
2003-12-23,374.41
2003-12-24,374.41
2003-12-25,374.41
2003-12-26,374.41
2003-12-27,374.4
2003-12-28,374.4
2003-12-29,374.38
2003-12-30,374.37
2003-12-31,374.36
2004-01-01,374.36
2004-01-02,374.36
2004-01-03,374.35
2004-01-04,374.35
2004-01-05,374.34
2004-01-06,374.33
2004-01-07,374.33
2004-01-08,374.33
2004-01-09,374.34
2004-01-10,374.36
2004-01-11,374.42
2004-01-12,374.55
2004-01-13,374.84
2004-01-14,375.22
2004-01-15,375.34
2004-01-16,375.32
2004-01-17,375.27
2004-01-18,375.23
2004-01-19,375.19
2004-01-20,375.15
2004-01-21,375.11
2004-01-22,375.06
2004-01-23,375.01
2004-01-24,374.96
2004-01-25,374.91
2004-01-26,374.87
2004-01-27,374.83
2004-01-28,374.8
2004-01-29,374.77
2004-01-30,374.73
2004-01-31,374.7
2004-02-01,374.67
2004-02-02,374.7
2004-02-03,374.82
2004-02-04,374.93
2004-02-05,374.95
2004-02-06,374.95
2004-02-07,374.96
2004-02-08,374.96
2004-02-09,374.95
2004-02-10,374.94
2004-02-11,374.94
2004-02-12,374.93
2004-02-13,374.92
2004-02-14,374.91
2004-02-15,374.94
2004-02-16,374.95
2004-02-17,374.96
2004-02-18,374.96
2004-02-19,374.94
2004-02-20,374.91
2004-02-21,374.88
2004-02-22,374.86
2004-02-23,374.83
2004-02-24,374.81
2004-02-25,374.8
2004-02-26,374.78
2004-02-27,374.77
2004-02-28,374.75
2004-02-29,374.73
2004-03-01,374.71
2004-03-02,374.69
2004-03-03,374.67
2004-03-04,374.65
2004-03-05,374.64
2004-03-06,374.63
2004-03-07,374.62
2004-03-08,374.61
2004-03-09,374.6
2004-03-10,374.6
2004-03-11,374.59
2004-03-12,374.58
2004-03-13,374.58
2004-03-14,374.58
2004-03-15,374.58
2004-03-16,374.59
2004-03-17,374.61
2004-03-18,374.63
2004-03-19,374.63
2004-03-20,374.63
2004-03-21,374.62
2004-03-22,374.61
2004-03-23,374.6
2004-03-24,374.6
2004-03-25,374.67
2004-03-26,374.73
2004-03-27,374.77
2004-03-28,374.77
2004-03-29,374.76
2004-03-30,374.75
2004-03-31,374.73
2004-04-01,374.72
2004-04-02,374.7
2004-04-03,374.68
2004-04-04,374.67
2004-04-05,374.66
2004-04-06,374.65
2004-04-07,374.65
2004-04-08,374.65
2004-04-09,374.67
2004-04-10,374.68
2004-04-11,374.68
2004-04-12,374.68
2004-04-13,374.67
2004-04-14,374.65
2004-04-15,374.63
2004-04-16,374.62
2004-04-17,374.6
2004-04-18,374.59
2004-04-19,374.58
2004-04-20,374.58
2004-04-21,374.57
2004-04-22,374.56
2004-04-23,374.55
2004-04-24,374.54
2004-04-25,374.53
2004-04-26,374.52
2004-04-27,374.51
2004-04-28,374.5
2004-04-29,374.48
2004-04-30,374.47
2004-05-01,374.48
2004-05-02,374.51
2004-05-03,374.51
2004-05-04,374.5
2004-05-05,374.49
2004-05-06,374.5
2004-05-07,374.56
2004-05-08,374.68
2004-05-09,374.78
2004-05-10,374.81
2004-05-11,374.81
2004-05-12,374.81
2004-05-13,374.79
2004-05-14,374.76
2004-05-15,374.73
2004-05-16,374.71
2004-05-17,374.68
2004-05-18,374.65
2004-05-19,374.63
2004-05-20,374.61
2004-05-21,374.59
2004-05-22,374.59
2004-05-23,374.59
2004-05-24,374.58
2004-05-25,374.57
2004-05-26,374.55
2004-05-27,374.54
2004-05-28,374.52
2004-05-29,374.51
2004-05-30,374.5
2004-05-31,374.49
2004-06-01,374.48
2004-06-02,374.48
2004-06-03,374.48
2004-06-04,374.48
2004-06-05,374.5
2004-06-06,374.51
2004-06-07,374.51
2004-06-08,374.5
2004-06-09,374.49
2004-06-10,374.48
2004-06-11,374.47
2004-06-12,374.51
2004-06-13,374.53
2004-06-14,374.53
2004-06-15,374.52
2004-06-16,374.5
2004-06-17,374.49
2004-06-18,374.47
2004-06-19,374.47
2004-06-20,374.46
2004-06-21,374.46
2004-06-22,374.45
2004-06-23,374.45
2004-06-24,374.44
2004-06-25,374.44
2004-06-26,374.44
2004-06-27,374.43
2004-06-28,374.42
2004-06-29,374.42
2004-06-30,374.41
2004-07-01,374.4
2004-07-02,374.4
2004-07-03,374.4
2004-07-04,374.39
2004-07-05,374.38
2004-07-06,374.38
2004-07-07,374.38
2004-07-08,374.39
2004-07-09,374.42
2004-07-10,374.43
2004-07-11,374.43
2004-07-12,374.42
2004-07-13,374.41
2004-07-14,374.41
2004-07-15,374.41
2004-07-16,374.4
2004-07-17,374.4
2004-07-18,374.4
2004-07-19,374.4
2004-07-20,374.41
2004-07-21,374.42
2004-07-22,374.42
2004-07-23,374.42
2004-07-24,374.42
2004-07-25,374.45
2004-07-26,374.47
2004-07-27,374.47
2004-07-28,374.47
2004-07-29,374.47
2004-07-30,374.46
2004-07-31,374.44
2004-08-01,374.42
2004-08-02,374.41
2004-08-03,374.41
2004-08-04,374.39
2004-08-05,374.39
2004-08-06,374.38
2004-08-07,374.37
2004-08-08,374.37
2004-08-09,374.37
2004-08-10,374.36
2004-08-11,374.35
2004-08-12,374.33
2004-08-13,374.33
2004-08-14,374.34
2004-08-15,374.36
2004-08-16,374.38
2004-08-17,374.37
2004-08-18,374.37
2004-08-19,374.36
2004-08-20,374.36
2004-08-21,374.36
2004-08-22,374.37
2004-08-23,374.37
2004-08-24,374.37
2004-08-25,374.37
2004-08-26,374.37
2004-08-27,374.38
2004-08-28,374.38
2004-08-29,374.38
2004-08-30,374.38
2004-08-31,374.38
2004-09-01,374.37
2004-09-02,374.37
2004-09-03,374.36
2004-09-04,374.35
2004-09-05,374.35
2004-09-06,374.34
2004-09-07,374.33
2004-09-08,374.33
2004-09-09,374.32
2004-09-10,374.32
2004-09-11,374.31
2004-09-12,374.31
2004-09-13,374.3
2004-09-14,374.31
2004-09-15,374.3
2004-09-16,374.3
2004-09-17,374.3
2004-09-18,374.3
2004-09-19,374.3
2004-09-20,374.3
2004-09-21,374.3
2004-09-22,374.3
2004-09-23,374.31
2004-09-24,374.32
2004-09-25,374.34
2004-09-26,374.35
2004-09-27,374.36
2004-09-28,374.37
2004-09-29,374.37
2004-09-30,374.37
2004-10-01,374.36
2004-10-02,374.36
2004-10-03,374.36
2004-10-04,374.36
2004-10-05,374.36
2004-10-06,374.36
2004-10-07,374.35
2004-10-08,374.35
2004-10-09,374.35
2004-10-10,374.36
2004-10-11,374.37
2004-10-12,374.38
2004-10-13,374.38
2004-10-14,374.38
2004-10-15,374.38
2004-10-16,374.38
2004-10-17,374.38
2004-10-18,374.38
2004-10-19,374.38
2004-10-20,374.39
2004-10-21,374.39
2004-10-22,374.39
2004-10-23,374.38
2004-10-24,374.37
2004-10-25,374.36
2004-10-26,374.37
2004-10-27,374.38
2004-10-28,374.4
2004-10-29,374.42
2004-10-30,374.44
2004-10-31,374.46
2004-11-01,374.47
2004-11-02,374.47
2004-11-03,374.46
2004-11-04,374.45
2004-11-05,374.43
2004-11-06,374.42
2004-11-07,374.42
2004-11-08,374.42
2004-11-09,374.42
2004-11-10,374.43
2004-11-11,374.44
2004-11-12,374.46
2004-11-13,374.47
2004-11-14,374.5
2004-11-15,374.52
2004-11-16,374.54
2004-11-17,374.55
2004-11-18,374.55
2004-11-19,374.54
2004-11-20,374.53
2004-11-21,374.51
2004-11-22,374.5
2004-11-23,374.5
2004-11-24,374.51
2004-11-25,374.52
2004-11-26,374.53
2004-11-27,374.54
2004-11-28,374.54
2004-11-29,374.54
2004-11-30,374.53
2004-12-01,374.51
2004-12-02,374.5
2004-12-03,374.49
2004-12-04,374.48
2004-12-05,374.48
2004-12-06,374.47
2004-12-07,374.46
2004-12-08,374.46
2004-12-09,374.45
2004-12-10,374.44
2004-12-11,374.43
2004-12-12,374.43
2004-12-13,374.42
2004-12-14,374.42
2004-12-15,374.42
2004-12-16,374.41
2004-12-17,374.4
2004-12-18,374.4
2004-12-19,374.42
2004-12-20,374.42
2004-12-21,374.44
2004-12-22,374.44
2004-12-23,374.45
2004-12-24,374.46
2004-12-25,374.49
2004-12-26,374.55
2004-12-27,374.63
2004-12-28,374.71
2004-12-29,374.77
2004-12-30,374.82
2004-12-31,374.84
2005-01-01,374.86
2005-01-02,374.88
2005-01-03,374.91
2005-01-04,374.93
2005-01-05,374.94
2005-01-06,374.93
2005-01-07,374.94
2005-01-08,374.94
2005-01-09,374.92
2005-01-10,374.91
2005-01-11,374.89
2005-01-12,374.88
2005-01-13,374.85
2005-01-14,374.8
2005-01-15,374.76
2005-01-16,374.72
2005-01-17,374.7
2005-01-18,374.67
2005-01-19,374.65
2005-01-20,374.64
2005-01-21,374.73
2005-01-22,374.83
2005-01-23,374.9
2005-01-24,374.92
2005-01-25,374.92
2005-01-26,374.89
2005-01-27,374.87
2005-01-28,374.86
2005-01-29,374.84
2005-01-30,374.8
2005-01-31,374.77
2005-02-01,374.74
2005-02-02,374.72
2005-02-03,374.71
2005-02-04,374.71
2005-02-05,374.73
2005-02-06,374.75
2005-02-07,374.75
2005-02-08,374.75
2005-02-09,374.73
2005-02-10,374.7
2005-02-11,374.72
2005-02-12,374.83
2005-02-13,375.11
2005-02-14,375.27
2005-02-15,375.33
2005-02-16,375.47
2005-02-17,375.61
2005-02-18,375.59
2005-02-19,375.53
2005-02-20,375.46
2005-02-21,375.39
2005-02-22,375.32
2005-02-23,375.27
2005-02-24,375.22
2005-02-25,375.16
2005-02-26,375.09
2005-02-27,375.04
2005-02-28,374.98
2005-03-01,374.92
2005-03-02,374.88
2005-03-03,374.83
2005-03-04,374.8
2005-03-05,374.78
2005-03-06,374.75
2005-03-07,374.72
2005-03-08,374.7
2005-03-09,374.68
2005-03-10,374.66
2005-03-11,374.66
2005-03-12,374.65
2005-03-13,374.66
2005-03-14,374.67
2005-03-15,374.69
2005-03-16,374.76
2005-03-17,374.94
2005-03-18,375.16
2005-03-19,375.4
2005-03-20,375.55
2005-03-21,375.64
2005-03-22,375.72
2005-03-23,375.73
2005-03-24,375.65
2005-03-25,375.57
2005-03-26,375.48
2005-03-27,375.38
2005-03-28,375.3
2005-03-29,375.27
2005-03-30,375.22
2005-03-31,375.2
2005-04-01,375.16
2005-04-02,375.13
2005-04-03,375.09
2005-04-04,375.06
2005-04-05,375.02
2005-04-06,374.97
2005-04-07,374.93
2005-04-08,374.9
2005-04-09,374.88
2005-04-10,374.87
2005-04-11,374.87
2005-04-12,374.86
2005-04-13,374.84
2005-04-14,374.82
2005-04-15,374.8
2005-04-16,374.78
2005-04-17,374.75
2005-04-18,374.73
2005-04-19,374.74
2005-04-20,374.91
2005-04-21,375.19
2005-04-22,375.28
2005-04-23,375.32
2005-04-24,375.31
2005-04-25,375.28
2005-04-26,375.29
2005-04-27,375.32
2005-04-28,375.32
2005-04-29,375.3
2005-04-30,375.28
2005-05-01,375.25
2005-05-02,375.22
2005-05-03,375.19
2005-05-04,375.16
2005-05-05,375.11
2005-05-06,375.08
2005-05-07,375.06
2005-05-08,375.06
2005-05-09,375.08
2005-05-10,375.08
2005-05-11,375.06
2005-05-12,375.04
2005-05-13,375.0
2005-05-14,374.96
2005-05-15,374.92
2005-05-16,374.89
2005-05-17,374.87
2005-05-18,374.86
2005-05-19,374.83
2005-05-20,374.81
2005-05-21,374.79
2005-05-22,374.77
2005-05-23,374.76
2005-05-24,374.76
2005-05-25,374.76
2005-05-26,374.76
2005-05-27,374.76
2005-05-28,374.74
2005-05-29,374.72
2005-05-30,374.7
2005-05-31,374.67
2005-06-01,374.65
2005-06-02,374.64
2005-06-03,374.63
2005-06-04,374.61
2005-06-05,374.6
2005-06-06,374.59
2005-06-07,374.58
2005-06-08,374.57
2005-06-09,374.56
2005-06-10,374.55
2005-06-11,374.55
2005-06-12,374.54
2005-06-13,374.53
2005-06-14,374.53
2005-06-15,374.52
2005-06-16,374.51
2005-06-17,374.5
2005-06-18,374.5
2005-06-19,374.49
2005-06-20,374.48
2005-06-21,374.48
2005-06-22,374.47
2005-06-23,374.46
2005-06-24,374.46
2005-06-25,374.45
2005-06-26,374.44
2005-06-27,374.45
2005-06-28,374.45
2005-06-29,374.44
2005-06-30,374.44
2005-07-01,374.44
2005-07-02,374.45
2005-07-03,374.46
2005-07-04,374.46
2005-07-05,374.47
2005-07-06,374.49
2005-07-07,374.5
2005-07-08,374.49
2005-07-09,374.49
2005-07-10,374.48
2005-07-11,374.49
2005-07-12,374.51
2005-07-13,374.5
2005-07-14,374.48
2005-07-15,374.47
2005-07-16,374.46
2005-07-17,374.45
2005-07-18,374.45
2005-07-19,374.44
2005-07-20,374.44
2005-07-21,374.43
2005-07-22,374.43
2005-07-23,374.43
2005-07-24,374.42
2005-07-25,374.42
2005-07-26,374.44
2005-07-27,374.45
2005-07-28,374.45
2005-07-29,374.44
2005-07-30,374.43
2005-07-31,374.44
2005-08-01,374.46
2005-08-02,374.46
2005-08-03,374.46
2005-08-04,374.47
2005-08-05,374.47
2005-08-06,374.5
2005-08-07,374.5
2005-08-08,374.51
2005-08-09,374.5
2005-08-10,374.49
2005-08-11,374.48
2005-08-12,374.48
2005-08-13,374.46
2005-08-14,374.46
2005-08-15,374.46
2005-08-16,374.45
2005-08-17,374.45
2005-08-18,374.45
2005-08-19,374.45
2005-08-20,374.47
2005-08-21,374.51
2005-08-22,374.57
2005-08-23,374.72
2005-08-24,374.92
2005-08-25,375.03
2005-08-26,375.12
2005-08-27,375.17
2005-08-28,375.16
2005-08-29,375.13
2005-08-30,375.06
2005-08-31,374.97
2005-09-01,374.88
2005-09-02,374.81
2005-09-03,374.76
2005-09-04,374.73
2005-09-05,374.7
2005-09-06,374.67
2005-09-07,374.64
2005-09-08,374.61
2005-09-09,374.59
2005-09-10,374.57
2005-09-11,374.66
2005-09-12,374.71
2005-09-13,374.73
2005-09-14,374.75
2005-09-15,374.74
2005-09-16,374.72
2005-09-17,374.7
2005-09-18,374.68
2005-09-19,374.66
2005-09-20,374.64
2005-09-21,374.63
2005-09-22,374.61
2005-09-23,374.59
2005-09-24,374.58
2005-09-25,374.57
2005-09-26,374.56
2005-09-27,374.55
2005-09-28,374.55
2005-09-29,374.54
2005-09-30,374.54
2005-10-01,374.54
2005-10-02,374.55
2005-10-03,374.59
2005-10-04,374.61
2005-10-05,374.62
2005-10-06,374.63
2005-10-07,374.63
2005-10-08,374.63
2005-10-09,374.61
2005-10-10,374.59
2005-10-11,374.57
2005-10-12,374.55
2005-10-13,374.54
2005-10-14,374.53
2005-10-15,374.52
2005-10-16,374.52
2005-10-17,374.51
2005-10-18,374.5
2005-10-19,374.5
2005-10-20,374.5
2005-10-21,374.5
2005-10-22,374.49
